415_2,415_4,415_6,415_8,415_10,415_12,415_14,415_16,415_17,415_18,415_19,415_20,415_21,415_22,415_23,415_24,415_25,415_26,415_27,415_28,415_29,415_30,415_31,415_32,415_33,415_34
ROGDI,,,,SEC24C,,YKT6,,,,DTX1,BAHCC1,LZTFL1,AL773545.3,CNTNAP2,,NF1P6,EMILIN2,AC135999.1,AC129915.3,ADAMDEC1,,,,,
MRFAP1,,,,SPON2,,CLIC4P3,,,,DUOX2,BAIAP2,MAEA,AL807757.2,CNTNAP2-AS1,,NFATC1,EML1,AC136428.1,AC129926.2,ADAMTS10,,,,,
CIB1,,,,AHCYL1,,MDH1,,,,DUOXA2,BAIAP2-DT,MAF,AL831711.1,CNTNAP3P2,,NFATC2,EML5,AC136428.3,AC130364.1,ADAMTS12,,,,,
COMT,,,,RETREG3,,USP9X,,,,DUS1L,BAIAP2L2,MAFA,AL844892.2,CNTNAP3P5,,NFE2L1,EML6,AC136428.4,AC130364.2,ADD2,,,,,
CCDC28B,,,,PLEKHB2,,STAT2,,,,DUSP15,BAIAP3,MAFB,AL845331.2,COG5,,NFYA,EMSY,AC136431.1,AC130365.1,ADGRB3,,,,,
MAGED4B,,,,KDELR1,,CLIC4P1,,,,DUX4L2,BAK1,MAGED1,AL845472.1,COL6A5,,NGFR,EMX1,AC136431.2,AC130456.1,ADGRE1,,,,,
EME2,,,,RTCA,,STAT3,,,,DUX4L3,BANP,MAGEL2,AL929601.1,COL21A1,,NHS,EMX2,AC136443.2,AC130456.2,ADGRE3,,,,,
PCAT6,,,,KEAP1,,HNRNPUL2-BSCL2,,,,DUX4L4,BARHL1,MAGI1,AL929601.2,COL23A1,,NKAIN1P1,EMX2OS,AC136601.1,AC130456.3,ADGRE4P,,,,,
HCFC1R1,,,,TXNDC12,,LETM1,,,,DUX4L7,BARHL2,MAK,AL929601.3,COLEC12,,NKILA,EN1,AC136601.2,AC130456.4,ADGRF5P1,,,,,
CHCHD1,,,,IFI35,,TMEM59,,,,DUX4L8,BARX1,MALINC1,ALDH3A2,COMMD3,,NKX3-1,ENPP7P6,AC136618.1,AC130456.7,ADGRF5P2,,,,,
TMEM14C,,,,THUMPD1,,TTLL4,,,,DUXAP9,BATF3,MALRD1,ALDH4A1,COP1,,NKX3-2,ENTPD1-AS1,AC136619.1,AC130464.1,ADIPOR1P2,,,,,
H2AC6,,,,ZDHHC8,,PSMC4,,,,DUXAP10,BBS9,MAMLD1,ALDH5A1,COPG2,,NLGN4X,EOGT,AC136624.1,AC130466.1,ADRB3,,,,,
APLP2,,,,ERFE,,ZNF219,,,,DVL1,BCAM,MAN1B1,ALDH9A1,COX6CP8,,NOG,EPB41L2,AC136628.1,AC130467.1,ADTRP,,,,,
ARID5A,,,,ZDHHC4,,C7orf26,,,,DYSF,BCAN,MANF,ALG1L9P,CPLX2,,NOL4,EPHA1-AS1,AC136628.4,AC131055.2,AF013593.1,,,,,
SHISA5,,,,BCAP29,,C7orf25,,,,E2F2,BCAR1,MAP3K4,ALG5,CPLX4,,NOMO2,EPHA4,AC136759.1,AC131180.1,AF038458.1,,,,,
LIG4,,,,CCN3,,CCNT2,,,,E4F1,BCAR3,MAP3K21,ALG10,CPNE4,,NOP2,EPHA5-AS1,AC136944.3,AC131206.1,AF064860.1,,,,,
SHISA4,,,,CCN2,,ZBTB24,,,,EBF2,BCL11A,MAPK4,ALG14,CPQ,,NOS1AP,EPHA6,AC136944.4,AC131935.1,AF064866.1,,,,,
TRAPPC2B,,,,CCN1,,ZBTB21,,,,EBF3,BCL11B,MAPK12,ALKAL1,CPS1,,NOTCH1,EPHA7,AC136944.5,AC131935.2,AF067845.1,,,,,
AP5B1,,,,PELO,,ZC3HAV1L,,,,EBF4,BCOR,MAPKAPK3,ALKAL2,CR381653.2,,NPBWR1,EPHB1,AC137056.1,AC132216.1,AF067845.2,,,,,
DEXI,,,,SLC12A7,,SAT1,,,,EBI3,BCR,MAPT,ALKBH3,CR381670.1,,NPL,EPHB6,AC137735.1,AC132217.1,AF067845.5,,,,,
DCTD,,,,SEC63,,YY2,,,,ECEL1,BDNF,MARCHF4,ALKBH4,CR381670.2,,NPTX1,EPOR,AC137735.3,AC132217.2,AF127936.1,,,,,
DPM2,,,,SLC12A9,,OSBP,,,,ECEL1P3,BEAN1,MARCHF8,ALKBH5,CR383656.1,,NR2F1,ERC2,AC137761.1,AC132479.1,AF228730.2,,,,,
TMEM134,,,,NSMCE3,,SESN2,,,,EDC4,BEGAIN,MARCHF11-AS1,ALKBH7,CR383656.4,,NR2F1-AS1,ERCC5,AC137761.2,AC132807.2,AF228730.3,,,,,
PREPL,,,,IMP4,,STK16,,,,EDN1,BEND4,MAST4,ALLC,CR383656.5,,NR2F2,ERCC6,AC137800.1,AC133041.1,AF228730.4,,,,,
CERCAM,,,,GNPAT,,KPNA6,,,,EDN3,BEST2,MATN4,ALOX5,CR383656.6,,NR3C1,ERICH1,AC137803.1,AC133065.2,AF228730.6,,,,,
CHMP4B,,,,THAP3,,SLC16A6,,,,EEF1A2,BGN,MAZ,ALOX12-AS1,CR383656.8,,NR3C2,ERRFI1,AC138035.1,AC133485.2,AF233439.1,,,,,
CHMP4A,,,,THAP5,,ZNF688,,,,EEF1D,BHLHE23,MB21D2,ALOX12P2,CR383656.10,,NRG1,ERV3-1,AC138089.1,AC133485.5,AF238378.1,,,,,
NUPR1,,,,LACTB2,,SLC16A3,,,,EFCAB6,BICDL1,MBD1,ALS2,CR383656.12,,NRN1,ERVMER34-1,AC138420.1,AC133485.7,AF254982.1,,,,,
AC046176.1,,,,ULK3,,SLC25A44,,,,EFCC1,BICDL2,MBD2,ALS2CL,CR392039.3,,NRP1,ESD,AC138430.1,AC133548.1,AF254983.1,,,,,
ISCU,,,,KDELR2,,SH3GLB1,,,,EFNA2,BICRA,MBOAT1,AMACR,CR392039.4,,NRXN1,ESM1,AC138430.2,AC133548.2,AF254983.2,,,,,
CD2BP2-DT,,,,TAGLN2,,AREL1,,,,EFNA3,BID,MCMBP,AMELX,CR786580.1,,NRXN3,ESRRB,AC138466.1,AC133552.3,AF274853.1,,,,,
PXN,,,,KDELR3,,KHNYN,,,,EGFL7,BIN1,MCTP1,AMER1,CRCT1,,NT5C2,ETNK1,AC138512.1,AC133561.1,AGBL1,,,,,
DNAJC22,,,,LAP3,,MUL1,,,,EGFR,BIN3,MDGA2,AMER3,CREB5,,NTNG1,ETV2,AC138646.1,AC133634.1,AGBL4,,,,,
LTBP3,,,,CCNQ,,ZBTB33,,,,EGR2,BLACAT1,ME1,AMFR,CREG2,,NTNG2,EVI5L,AC138647.1,AC133637.2,AGGF1P1,,,,,
SEZ6L2,,,,C1orf216,,TICAM1,,,,EGR4,BLACE,MECOM,AMN1,CRH,,NTPCR,EVL,AC138649.1,AC134312.1,AGGF1P2,,,,,
DPP3,,,,MMADHC,,TXLNA,,,,EHBP1L1,BLK,MEGF11,AMOTL1,CRHR1,,NUBP1,EXD1,AC138701.1,AC134682.1,AGGF1P10,,,,,
TMEM121,,,,PTTG1IP,,HAT1,,,,EIF4E1B,BMP3,MEIS1,AMPD3,CRISP1,,NUDT11,EXD3,AC138701.2,AC134684.1,AHSP,,,,,
FAM83H,,,,UBE2J2,,MAPKAPK2,,,,EIF4E3,BMP6,METTL4,AMYH02020865.1,CRISP2,,NUDT18,EXOC6B,AC138749.1,AC134684.10,AIDAP3,,,,,
EMG1,,,,UBE2J1,,FSCN1,,,,ELAVL3,BMP7,MEX3C,ANAPC1,CRISP3,,NUP98,EYA2,AC138749.2,AC134684.11,AIM2,,,,,
UBB,,,,ZMPSTE24,,ANAPC5,,,,ELDR,BMP8A,MFSD4A,ANAPC1P2,CROCC,,NUTM2B-AS1,F5,AC138776.1,AC134684.12,AK6P1,,,,,
ZMAT2,,,,C5orf24,,SNRNP200,,,,ELFN1-AS1,BMP8B,MGAT1,ANAPC10,CRYBG3,,NWD2,F12,AC138904.3,AC134878.1,AKAP3,,,,,
TMEM127,,,,TGOLN2,,Z99129.4,,,,ELFN2,BMPER,MGAT2,ANGEL1,CRYM,,OBI1,FAM41C,AC138907.1,AC134878.2,AKR1C8P,,,,,
DMAP1,,,,C5orf22,,RNASEH2C,,,,ELMO2,BMPR1B-DT,MGMT,ANGPTL6,CRYM-AS1,,OLA1,FAM47E,AC138907.3,AC134915.1,AL008638.1,,,,,
ANKZF1,,,,SNX1,,ARL2,,,,ELN,BMS1P15,MICALL2,ANK1,CSAG1,,OLFM3,FAM47E-STBD1,AC138907.8,AC134978.1,AL008638.2,,,,,
ATP6V1F,,,,MICAL1,,FOXO4,,,,EMID1,BMS1P16,MICB,ANK3,CSAG2,,ONECUT2,FAM66B,AC138907.9,AC134980.1,AL008638.3,,,,,
CBX6,,,,DHX37,,SAV1,,,,EMILIN2,BNC1,MIDN,ANKFN1,CSAG3,,ONECUT3,FAM72A,AC138915.2,AC134980.2,AL008638.5,,,,,
CPSF1,,,,TSPAN4,,SOCS2,,,,EMILIN3,BOK,MIEF2,ANKHD1,CSF2RB,,OR2M4,FAM72C,AC138932.3,AC134981.1,AL008638.6,,,,,
RHBDD3,,,,TSPAN3,,BCL2L13,,,,EML5,BOP1,MINDY3,ANKRD10,CSMD1,,OR3A2,FAM78A,AC138965.1,AC135068.1,AL008720.1,,,,,
RHBDD2,,,,A2M,,SBNO1,,,,EMX1,BPIFA3,MIR124-2HG,ANKRD16,CT45A1,,OR4D1,FAM78B,AC138969.1,AC135068.5,AL008720.2,,,,,
EPHX1,,,,C2orf49,,SBNO2,,,,EMX2,BPIFA4P,MIR124-3,ANKRD18A,CT45A2,,OR5E1P,FAM86B3P,AC138969.3,AC135068.11,AL008733.1,,,,,
HSPA6,,,,SNX8,,AC022306.1,,,,EMX2OS,BPIFB4,MIR137HG,ANKRD18B,CT45A3,,OR11H12,FAM86FP,AC139491.1,AC135388.1,AL020994.1,,,,,
NMRAL1,,,,PAG1,,HYI,,,,EN1,BPIFB5P,MIR181A1HG,ANKRD18CP,CT45A5,,OR52P1P,FAM86GP,AC139491.2,AC135726.1,AL020994.2,,,,,
COQ4,,,,CTSA,,ZNF668,,,,ENDOV,BRD3,MIR210HG,ANKRD18DP,CT45A6,,OTUD1,FAM86KP,AC139491.3,AC135782.1,AL020994.3,,,,,
EFNA1,,,,INTS1,,SOCS6,,,,ENGASE,BRD9,MIR378A,ANKRD19P,CT45A7,,OTULINL,FAM86MP,AC139491.5,AC135782.2,AL020998.1,,,,,
NFKBIA,,,,XRCC5,,SLC38A2,,,,ENTPD2,BRF1,MIR1915,ANKRD20A3P,CT45A9,,OTX2,FAM98B,AC139491.6,AC135999.1,AL021153.1,,,,,
MAVS,,,,INTS3,,ZBTB14,,,,ENTPD4,BRI3,MIR1915HG,ANKRD20A4P,CT45A10,,P2RY1,FAM104B,AC139491.7,AC136428.1,AL021877.1,,,,,
TP53I3,,,,EAF1,,GFPT1,,,,ENTPD8,BRICD5,MIR2277,ANKRD20A5P,CT55,,P3H2,FAM107B,AC139491.8,AC136428.3,AL021877.2,,,,,
TMEM115,,,,SURF4,,SRD5A3,,,,EPB41L1,BRINP1,MIR3659HG,ANKRD20A7P,CTAGE6,,PAG1,FAM110C,AC139493.2,AC136428.4,AL021921.1,,,,,
DNAJC10,,,,ANLN,,ZBTB10,,,,EPHA1,BRINP2,MISP3,ANKRD20A8P,CTBP2,,PAK5,FAM111A-DT,AC140113.2,AC136431.1,AL022069.3,,,,,
CHMP2A,,,,ARMC10,,BCDIN3D,,,,EPHA4,BRSK2,MKS1,ANKRD20A17P,CTBP2P4,,PANK3,FAM122A,AC140118.1,AC136431.2,AL022313.3,,,,,
SKIV2L,,,,WNK1,,NFKB2,,,,EPHA8,BSG,MLH1,ANKRD26P1,CTBP2P8,,PAPPA,FAM149A,AC140118.2,AC136443.2,AL022313.4,,,,,
DYNLRB1,,,,INTS5,,GGCX,,,,EPHA10,BSN,MLLT3,ANKRD26P3,CTCFL,,PAPSS2,FAM155A,AC140121.1,AC136601.1,AL022342.1,,,,,
LRP10,,,,CALM1,,MDM2,,,,EPHB1,BSN-DT,MLLT10,ANKRD27,CTD-2297D10.2,,PAQR3,FAM155A-IT1,AC140125.1,AC136601.2,AL023754.1,,,,,
RBIS,,,,RETREG2,,TUBGCP6,,,,EPHB2,BSX,MMP2,ANKRD28,CTNND2,,PARP4,FAM156A,AC140481.1,AC136618.1,AL023754.2,,,,,
TMEM35B,,,,INTS8,,ANXA2P2,,,,EPHB3,BTBD6,MMP15,ANKRD30A,CTTNBP2,,PARP8,FAM156B,AC140481.2,AC136619.1,AL031595.2,,,,,
ABCD4,,,,AC009549.1,,TMEM18,,,,EPHB6,BTBD11,MMP24OS,ANKRD33B-AS1,CTU1,,PARP11,FAM160A2,AC140481.3,AC136628.1,AL031601.2,,,,,
ACADVL,,,,INTS11,,TMEM19,,,,EPN3,BTBD17,MMP26,ANKRD34A,CTXND1,,PAWRP1,FAM162A,AC140504.1,AC136628.2,AL031650.1,,,,,
EOLA2,,,,CCDC127,,MYD88,,,,EPPK1,BTNL10,MN1,ANKRD36,CUPIN1P,,PAX1,FAM167A,AC140658.1,AC136628.4,AL031658.1,,,,,
MRFAP1L1,,,,FKBP14,,CNTNAP1,,,,EPS8L2,BX119927.1,MNX1,ANKRD36BP2,CUX2,,PAX2,FAM169B,AC140658.3,AC136759.1,AL031658.2,,,,,
HSPB7,,,,PPP1R10,,EFCAB14,,,,ERC2,BX255923.2,MPDZ,ANKRD36C,CWH43,,PAX5,FAM172A,AC140658.6,AC136944.3,AL031663.2,,,,,
PKD2,,,,CETN2,,NXT2,,,,ERFL,BX255925.1,MPHOSPH6,ANKRD39,CXCR4,,PAX6,FAM189A1,AC140847.1,AC136944.4,AL031674.1,,,,,
TMEM101,,,,DIRAS1,,ATRAID,,,,ERICH1,BX255925.3,MPP6,ANKRD44,CYB5R4,,PAX7,FAM201A,AC140847.2,AC136944.5,AL031686.1,,,,,
TMEM102,,,,AP2A1,,SUMO3,,,,ESPN,BX255925.4,MPP7,ANKRD54,CYCSP39,,PAXX,FAM204A,AC141257.2,AC137056.1,AL031687.1,,,,,
MFSD5,,,,MIA3,,ZNF646,,,,ESPNP,BX276092.2,MPP7-DT,ANKRD62P1,CYP2C8,,PBX1,FAM214B,AC141273.1,AC137735.1,AL031737.1,,,,,
GMPPA,,,,PPP1R18,,DGCR6,,,,ESRRB,BX276092.9,MRAS,ANKRD62P1-PARP4P3,CYP2C9,,PBX3,FAM217B,AC141273.2,AC137735.3,AL034397.1,,,,,
MFSD3,,,,PTPRF,,LINC00339,,,,EXD3,BX324167.1,MRPL17,ANKRD63,CYP2C18,,PCCB,FAM219A,AC141930.1,AC137761.1,AL034427.1,,,,,
FLOT1,,,,MYDGF,,UPP1,,,,EXOC3L4,BX324167.2,MRPS9,ANKS1B,CYP2C19,,PCDH10,FAM221A,AC142086.1,AC137761.2,AL035258.1,,,,,
POLL,,,,NCS1,,MDP1,,,,EYA2,BX537318.2,MRPS21,ANKZF1,CYP4F30P,,PCDH11X,FAM242A,AC142086.3,AC137800.1,AL035541.1,,,,,
MAN2C1,,,,MLX,,DGCR2,,,,F5,BX539320.1,MRPS33,ANO2,CYP4F62P,,PCDH11Y,FANCD2P2,AC142086.4,AC137803.1,AL035660.2,,,,,
AC046185.3,,,,IDS,,VBP1,,,,FAAP100,BX640514.1,MSRA,ANO3,CYP7B1,,PCDH17,FAP,AC142086.5,AC138035.1,AL035665.2,,,,,
GPSM3,,,,ACADS,,NDUFC2,,,,FADS2,BX640514.2,MTIF3,ANO5,CYP26B1,,PCDH19,FAR1-IT1,AC142086.6,AC138089.1,AL035690.1,,,,,
BRD3OS,,,,CTSD,,VPS37D,,,,FADS6,BX842242.1,MTMR12,ANO8,CYP51A1P2,,PCTP,FAR2P1,AC142381.1,AC138420.1,AL049536.1,,,,,
FTLP3,,,,UTP14A,,QTRT1,,,,FAIM2,BX927359.1,MTUS2,ANOS1,CYRIA,,PDCD5,FAR2P2,AC142381.2,AC138430.2,AL049541.1,,,,,
KDM6B,,,,GRIPAP1,,PPM1A,,,,FAM20C,C1orf35,MUC17,ANP32B,DAB1,,PDE1C,FAR2P3,AC142381.3,AC138466.1,AL049541.2,,,,,
MAPK1IP1L,,,,SEC13,,NPC1,,,,FAM25C,C1orf112,MUTYH,ANTKMT,DACH1,,PDE3B,FASTK,AC142381.4,AC138512.1,AL049594.1,,,,,
ABCC2,,,,DBNL,,BIRC7,,,,FAM43B,C1orf159,MYADM,ANTXR1,DBET,,PDE4DIP,FASTKD3,AC142384.1,AC138625.1,AL049634.1,,,,,
PPP2R5B,,,,STARD3NL,,SEC22B,,,,FAM78A,C1QB,MYCN,ANTXR2,DBX1,,PDE7A,FAT3,AC144573.1,AC138646.1,AL049634.2,,,,,
TRPT1,,,,TNFRSF12A,,MET,,,,FAM83A,C1QC,MYCNOS,ANXA2R,DCC,,PDGFA,FBXL7,AC145350.2,AC138701.1,AL049737.1,,,,,
POMGNT1,,,,CCDC115,,MTRF1L,,,,FAM83F,C1QL1,MYH9,ANXA8,DCDC2C,,PDGFB,FBXO15,AC145350.3,AC138701.2,AL049767.1,,,,,
FCHSD1,,,,TMEM198B,,GTF3C1,,,,FAM83H,C1QL2,MYHAS,AOPEP,DCLK3,,PDLIM1,FBXO16,AC145350.4,AC138749.1,AL049777.1,,,,,
RUSF1,,,,LINC00294,,PPP1R15B,,,,FAM90A23P,C1QTNF1,MYLK-AS1,AP1AR,DDC,,PDLIM3,FBXO21,AC145625.2,AC138749.2,AL049812.2,,,,,
SUPV3L1,,,,ZFR,,GTF3C3,,,,FAM90A24P,C1QTNF5,MYO18B,AP1G2,DEFA3,,PELI1,FBXO43,AC148477.2,AC138749.3,AL049825.1,,,,,
TRAPPC6B,,,,RGMB,,LRP1,,,,FAM99B,C1QTNF8,MYOM2,AP1S1,DEFA9P,,PEX5,FCGR1CP,AC148477.3,AC138776.1,AL049828.1,,,,,
AL031587.5,,,,C5orf51,,NDUFB6,,,,FAM102A,C1QTNF12,MYT1L,AP2A1,DEFA11P,,PEX5L,FDFT1,AC148477.5,AC138869.3,AL049833.1,,,,,
TMEM9,,,,PNMA6A,,ZBTB47,,,,FAM120B,C2CD4C,NAA60,AP2B1,DEFB1,,PEX16,FECH,AC148477.8,AC138904.3,AL049833.2,,,,,
B4GALT7,,,,CTTN,,GTF3C6,,,,FAM131B,C3,NABP1,AP3B1,DEFB4B,,PFKFB4,FENDRR,AC148477.10,AC138907.1,AL049839.2,,,,,
PFDN5,,,,CSDE1,,PPM1M,,,,FAM153B,C3orf22,NACC2,AP3B2,DEFB104A,,PGD,FEZF2,AC152010.1,AC138907.8,AL050402.1,,,,,
PFDN6,,,,TERF1P5,,NDUFB3,,,,FAM155A,C3orf70,NAGA,AP3D1,DEFB104B,,PGLS,FGF5,AC209005.1,AC138907.9,AL050402.2,,,,,
CHMP5,,,,CD44,,CXXC1,,,,FAM163B,C3orf80,NALCN,AP3S2,DEFB105B,,PGM5P3-AS1,FGF9,AC215522.2,AC138907.10,AL078622.1,,,,,
SLFN5,,,,CD63,,HSD17B14,,,,FAM166A,C4B,NAP1L2,AP4B1,DEFB106A,,PGR,FGF12,AC217774.2,AC138915.1,AL096706.1,,,,,
POLDIP2,,,,FOXC1,,FOXK1,,,,FAM166C,C4B-AS1,NAPEPLD,AP5M1,DEFB106B,,PGS1,FGF12-AS1,AC226101.1,AC138915.2,AL096828.2,,,,,
RGS14,,,,SLC43A3,,FURIN,,,,FAM167A,C4orf50,NAV1,AP5S1,DEFB107A,,PHACTR1,FGF12-AS2,AC231759.2,AC138932.3,AL096828.6,,,,,
RGS16,,,,STX16,,PPM1K,,,,FAM171A2,C5orf60,NAV2,AP000146.1,DEFB107B,,PHF21B,FGF12-AS3,AC232323.1,AC138965.1,AL109807.1,,,,,
POMP,,,,DERL1,,HSD17B11,,,,FAM189A1,C5orf66-AS1,NBEAP3,AP000356.5,DEFB108A,,PHLPP2,FGF13-AS1,AC233263.1,AC138969.1,AL109809.2,,,,,
MOSPD1,,,,XIAP,,MFF,,,,FAM234A,C6orf141,NBEAP5,AP000358.1,DEFB108C,,PID1,FGF14,AC233263.2,AC138969.3,AL109809.3,,,,,
FAM86DP,,,,CCDC107,,PPM1F,,,,FAM236A,C7orf50,NBEAP6,AP000402.1,DEFB109B,,PIEZO2,FGF14-AS2,AC233263.7,AC139256.1,AL109829.1,,,,,
MTIF2,,,,CRIP2,,AP001505.1,,,,FAM238A,C7orf57,NBPF15,AP000439.1,DEFB109F,,PIK3IP1,FGF14-IT1,AC233266.1,AC139491.1,AL109933.1,,,,,
ATP1A1,,,,MALSU1,,GTF2IP1,,,,FAM246A,C7orf65,NCALD,AP000442.1,DEFB110,,PIMREG,FGFR2,AC233266.2,AC139491.2,AL109933.2,,,,,
MTIF3,,,,SERTAD3,,TP53INP2,,,,FAM246B,C8G,NDST3,AP000462.3,DEFB112,,PIN1,FHOD3,AC233701.1,AC139491.3,AL109933.4,,,,,
TOB1,,,,EXOSC4,,GTF2IP4,,,,FAM246C,C8orf31,NDUFA9,AP000470.1,DEFB113,,PIP4K2A,FIGNL2,AC233702.1,AC139491.5,AL109933.5,,,,,
TFPT,,,,PGRMC2,,SH3BP4,,,,FAR2P2,C8orf34,NEBL,AP000477.2,DEFB114,,PIP4P1,FIZ1,AC233702.2,AC139491.6,AL109941.1,,,,,
RNF113A,,,,SERTAD1,,IARS2,,,,FAR2P3,C8orf34-AS1,NECAB3,AP000477.3,DEFB118,,PIP5K1B,FKBP5,AC233702.4,AC139491.7,AL117190.1,,,,,
MCRIP2,,,,CAMK2N1,,ZNF622,,,,FARP1,C8orf37-AS1,NECTIN1,AP000525.1,DEFB119,,PKHD1,FKBP10,AC233702.9,AC139491.8,AL117190.2,,,,,
BPNT1,,,,HSF4,,ZNF621,,,,FASN,C8orf82,NEFL,AP000532.2,DEFB126,,PKP2,FLT1,AC234771.1,AC139493.2,AL117329.1,,,,,
C14orf119,,,,MARCHF7,,AAMP,,,,FASTK,C9orf50,NEK2P2,AP000533.2,DEFB131A,,PLCB1,FLT3,AC234771.5,AC140113.2,AL117329.2,,,,,
HES1,,,,CD59,,CNNM3,,,,FAT3,C9orf62,NEK2P4,AP000534.1,DEFT1P,,PLD5,FLVCR2,AC234791.1,AC140118.1,AL117372.1,,,,,
AC012640.2,,,,SCAND1,,SLC25A25,,,,FBLN1,C9orf139,NEK11,AP000534.2,DEFT1P2,,PLEKHA1,FMN2,AC235565.1,AC140118.2,AL118522.1,,,,,
ABCF2,,,,CCT5,,PTPN1,,,,FBN3,C10orf53,NELL1,AP000547.1,DELEC1,,PLEKHF1,FMNL3,AC235565.2,AC140121.1,AL121757.1,,,,,
CDIPT,,,,MARCHF6,,SLC12A4,,,,FBP1,C10orf71,NELL2,AP000547.4,DENND11,,PLK3,FMO8P,AC236972.4,AC140125.1,AL121757.3,,,,,
ABCF3,,,,BCAP31,,NDUFA4,,,,FBXL6,C10orf143,NETO1,AP000553.5,DGKK,,PLPPR1,FMO9P,AC239585.1,AC140125.2,AL121762.2,,,,,
WTAP,,,,AC027644.3,,MBOAT7,,,,FBXL7,C11orf21,NEUROD1,AP000662.1,DHFRP2,,PLUT,FNDC3A,AC239585.2,AC140481.1,AL121781.1,,,,,
POLM,,,,AC109322.1,,NDUFA3,,,,FBXL14,C12orf54,NEUROD2,AP000679.1,DHRS7C,,PLXNA4,FNIP1,AC239798.1,AC140481.2,AL121885.2,,,,,
LGI3,,,,YIPF2,,DONSON,,,,FBXL16,C14orf180,NEUROD4,AP000722.1,DKFZP434H168,,PNPLA8,FOLH1,AC239798.2,AC140481.3,AL121901.1,,,,,
PRAF2,,,,YIPF5,,IMMT,,,,FBXO2,C16orf74,NEUROG2,AP000829.1,DKK2,,PODXL,FOXA2,AC239800.1,AC140658.1,AL121902.1,,,,,
LIMK1,,,,MIB2,,LYSMD3,,,,FCER2,C16orf78,NEUROG2-AS1,AP000866.1,DLC1,,POGK,FOXB1,AC239800.2,AC140658.2,AL121910.1,,,,,
PCDHGC3,,,,UBE2G2,,MCOLN1,,,,FCGR1CP,C16orf95,NEXMIF,AP000866.5,DLEU1,,POLE4,FOXC1,AC239859.1,AC140658.3,AL121988.1,,,,,
CYHR1,,,,TMUB2,,ATOX1,,,,FCMR,C17orf100,NF1P6,AP000894.2,DLG2,,POLR3C,FOXC2-AS1,AC239859.2,AC140658.6,AL121999.1,,,,,
NAP1L5,,,,FKBP1A,,SLC25A32,,,,FCN1,C17orf102,NFATC1,AP000894.3,DLGAP1,,POP4,FOXD1,AC239859.3,AC140658.7,AL122008.2,,,,,
NEURL4,,,,RGP1,,SEC24C,,,,FDXR,C17orf113,NFATC2,AP000894.4,DLGAP2,,POP7,FOXD4,AC239859.4,AC140847.1,AL132655.1,,,,,
MLPH,,,,GARS1,,EIF4A2,,,,FENDRR,C19orf25,NFE2L1,AP001033.3,DLGAP2-AS1,,POTEE,FOXD4L1,AC239859.5,AC140847.2,AL132655.3,,,,,
BAX,,,,ZDHHC9,,AHCYL1,,,,FEV,C19orf47,NFYA,AP001107.3,DMAC1,,POTEF,FOXD4L3,AC239860.1,AC140847.3,AL132709.7,,,,,
TBKBP1,,,,DPY19L4,,LPGAT1,,,,FEZF2,C20orf181,NGFR,AP001496.4,DMAC2,,POTEF-AS1,FOXD4L6,AC239860.3,AC141257.2,AL132711.1,,,,,
LTBR,,,,FKBP1C,,RETREG3,,,,FGD5,C20orf197,NHS,AP001636.1,DMBT1,,POTEG,FOXG1-AS1,AC239860.4,AC141257.3,AL132719.1,,,,,
LPIN3,,,,YIPF6,,PLEKHB2,,,,FGF3,C20orf203,NKAIN1P1,AP001636.2,DMBT1L1,,POTEH,FOXI3,AC241377.2,AC141273.1,AL132796.3,,,,,
SSBP4,,,,ESYT2,,KDELR1,,,,FGF4,C20orf204,NKILA,AP001636.3,DMRT1,,POTEI,FOXO6,AC241585.3,AC141273.2,AL132800.1,,,,,
,,,,UBE2HP1,,RTCA,,,,FGF5,C22orf34,NKX1-1,AP001804.1,DMRT3,,POTEJ,FP236383.3,AC242022.2,AC141273.3,AL132819.1,,,,,
,,,,ESYT1,,RTCB,,,,FGF6,CA3,NKX3-1,AP001825.1,DMRTA1,,POTEM,FP236383.6,AC242376.1,AC141930.1,AL132996.1,,,,,
,,,,SCARB2,,ZDHHC5,,,,FGF8,CA3-AS1,NKX3-2,AP001972.3,DMRTC1,,POU3F2,FP236383.8,AC242852.2,AC142086.1,AL133166.1,,,,,
,,,,MIDN,,KEAP1,,,,FGF12,CA4,NLGN4X,AP002336.2,DMRTC2,,POU3F3,FP236383.9,AC243312.1,AC142086.3,AL133167.1,,,,,
,,,,RTKN,,CCNC,,,,FGF14,CA10,NLRP6,AP002478.2,DNAH3,,POU4F2,FP236383.11,AC243725.1,AC142086.4,AL133279.1,,,,,
,,,,KLHL38,,TXNDC12,,,,FGF17,CABIN1,NOG,AP002518.1,DNAH5,,PPARG,FP236383.13,AC243772.3,AC142086.5,AL133279.2,,,,,
,,,,JADE2,,IFI35,,,,FGF19,CABLES2,NOL4,AP002755.1,DNAH8,,PPFIA3,FP671120.4,AC243960.1,AC142086.6,AL133373.3,,,,,
,,,,CCND1,,SPATA20,,,,FGF22,CABP4,NOMO2,AP002761.3,DNAH8-AS1,,PPP1R11,FP671120.10,AC243960.2,AC142381.1,AL133445.1,,,,,
,,,,KIF5B,,ZDHHC8,,,,FGF23,CABP7,NOP2,AP003306.2,DNAH9,,PPP1R14C,FP700107.1,AC243960.3,AC142381.2,AL133464.1,,,,,
